Iter       Mode Srel         Bias         Obj          dx           Global:Charge(0)     Global:Charge(1)     AA:Epsilon           AA:Sigma             AA:B                 AA:Kappa             AA:Dist0             BB:Epsilon           BB:Sigma             BB:B                 BB:Kappa             BB:Dist0             AB:Epsilon           AB:Sigma             AB:B                 AB:Kappa             AB:Dist0             Uext:UConst          Uext:NPeriods       
11         LSB  -7.8456e+00  0.0000e+00   -7.8456e+00  5.6250e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4522e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
12         LSB  -8.5592e+00  0.0000e+00   -8.5592e+00  5.6250e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4499e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
13         LSB  -9.2567e+00  0.0000e+00   -9.2567e+00  5.6250e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4477e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
14         LSB  -9.9390e+00  0.0000e+00   -9.9390e+00  5.6250e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4454e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
15         LSB  -1.1262e+01  0.0000e+00   -1.1262e+01  1.1250e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4409e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
16         LSB  -1.2535e+01  0.0000e+00   -1.2535e+01  1.1250e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4364e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
17         LSB  -1.3767e+01  0.0000e+00   -1.3767e+01  1.1250e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4319e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
18         LSB  -1.6133e+01  0.0000e+00   -1.6133e+01  2.2500e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4229e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
19         LSB  -2.0603e+01  0.0000e+00   -2.0603e+01  4.5000e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4048e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
20         LSB  -1.7006e+01  0.0000e+00   -1.7006e+01  4.5000e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4194e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
21         LSB  -1.6300e+01  0.0000e+00   -1.6300e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4222e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
22         SD   -1.6300e+01  0.0000e+00   -1.6300e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4222e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
23         LSB  -1.6772e+01  0.0000e+00   -1.6772e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4202e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
24         LSB  -1.7233e+01  0.0000e+00   -1.7233e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4182e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
25         LSB  -1.7683e+01  0.0000e+00   -1.7683e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4161e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
26         LSB  -1.8121e+01  0.0000e+00   -1.8121e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4141e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
27         LSB  -1.8547e+01  0.0000e+00   -1.8547e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4121e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
28         LSB  -1.8963e+01  0.0000e+00   -1.8963e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4101e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
29         LSB  -1.9367e+01  0.0000e+00   -1.9367e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4080e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
30         LSB  -1.9761e+01  0.0000e+00   -1.9761e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4060e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
31         LSB  -2.0143e+01  0.0000e+00   -2.0143e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4040e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
32         LSB  -2.0515e+01  0.0000e+00   -2.0515e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.4020e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
33         LSB  -2.0875e+01  0.0000e+00   -2.0875e+01  8.5638e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3999e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
34         LSB  -2.1564e+01  0.0000e+00   -2.1564e+01  1.7128e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3959e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
35         LSB  -2.2211e+01  0.0000e+00   -2.2211e+01  1.7128e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3918e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
36         LSB  -2.2818e+01  0.0000e+00   -2.2818e+01  1.7128e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3878e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
37         LSB  -2.3925e+01  0.0000e+00   -2.3925e+01  3.4255e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3797e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
38         LSB  -2.4914e+01  0.0000e+00   -2.4914e+01  3.4255e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3716e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
39         LSB  -2.6664e+01  0.0000e+00   -2.6664e+01  6.8511e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3554e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
40         LSB  -2.5747e+01  0.0000e+00   -2.5747e+01  6.8511e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3642e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
41         SD   -2.5747e+01  0.0000e+00   -2.5747e+01  6.8511e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3642e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
42         LSB  -2.6517e+01  0.0000e+00   -2.6517e+01  6.8511e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3567e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
43         LSB  -2.5828e+01  0.0000e+00   -2.5828e+01  6.8511e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3634e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
44         LSB  -2.5908e+01  0.0000e+00   -2.5908e+01  6.8511e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3627e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
45         LSB  -2.5988e+01  0.0000e+00   -2.5988e+01  6.8511e-08   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3619e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
46         LSB  -2.6143e+01  0.0000e+00   -2.6143e+01  1.3702e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3604e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
47         LSB  -2.6444e+01  0.0000e+00   -2.6444e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3574e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
48         LSB  -2.6731e+01  0.0000e+00   -2.6731e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3545e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
49         LSB  -2.7004e+01  0.0000e+00   -2.7004e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3515e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
50         LSB  -2.7263e+01  0.0000e+00   -2.7263e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3485e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
51         LSB  -2.7509e+01  0.0000e+00   -2.7509e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3455e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
52         LSB  -2.7740e+01  0.0000e+00   -2.7740e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3425e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
53         LSB  -2.7958e+01  0.0000e+00   -2.7958e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3395e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
54         LSB  -2.8162e+01  0.0000e+00   -2.8162e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3365e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
55         LSB  -2.8352e+01  0.0000e+00   -2.8352e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3335e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
56         LSB  -2.8529e+01  0.0000e+00   -2.8529e+01  2.7404e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3306e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
57         LSB  -2.8839e+01  0.0000e+00   -2.8839e+01  5.4809e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3246e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
58         LSB  -2.9094e+01  0.0000e+00   -2.9094e+01  5.4809e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3186e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
59         LSB  -2.9293e+01  0.0000e+00   -2.9293e+01  5.4809e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3126e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
60         LSB  -2.9541e+01  0.0000e+00   -2.9541e+01  1.0962e-06   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.3007e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
61         LSB  -2.9583e+01  0.0000e+00   -2.9583e+01  2.1923e-06   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2768e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
62         LSB  -2.9590e+01  0.0000e+00   -2.9590e+01  2.1923e-06   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2959e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
63         LSB  -2.9553e+01  0.0000e+00   -2.9553e+01  4.3944e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2997e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
64         SD   -2.9553e+01  0.0000e+00   -2.9553e+01  4.3944e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2997e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
65         LSB  -2.9560e+01  0.0000e+00   -2.9560e+01  4.3944e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2991e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
66         LSB  -2.9567e+01  0.0000e+00   -2.9567e+01  4.3944e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2986e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
67         LSB  -2.9574e+01  0.0000e+00   -2.9574e+01  4.3944e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2980e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
68         LSB  -2.9586e+01  0.0000e+00   -2.9586e+01  8.7887e-07   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2968e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
69         LSB  -2.9604e+01  0.0000e+00   -2.9604e+01  1.7577e-06   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2945e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
70         LSB  -2.9621e+01  0.0000e+00   -2.9621e+01  3.5155e-06   0.0000e+00           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2495e-01           2.5000e-01           0.0000e+00           0.0000e+00           1.0000e+00           4.2899e-01           2.5000e-01           0.0000e+00           5.0000e-01           1.0000e+00          
