#"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
1028000	58365.4570312	10085.6504693	119.804789787	6750.0	0.00166053878234	5.42e+03
1032000	58399.15625	10157.4071125	120.657168082	6750.0	0.00166053878234	5.43e+03
1036000	58449.8359375	10291.2882796	122.24750726	6750.0	0.00166053878234	5.44e+03
1040000	58436.625	10154.3110611	120.620390902	6750.0	0.00166053878234	5.45e+03
1044000	58470.6171875	10037.8196151	119.236619647	6750.0	0.00166053878234	5.46e+03
1048000	58420.734375	10050.1115007	119.382631724	6750.0	0.00166053878234	5.47e+03
1052000	58356.4921875	10153.2434173	120.607708642	6750.0	0.00166053878234	5.48e+03
1056000	58401.8984375	10067.5261418	119.589495665	6750.0	0.00166053878234	5.49e+03
1060000	58385.0976562	10149.4411323	120.562542298	6750.0	0.00166053878234	5.5e+03
1064000	58301.4804688	9981.76156307	118.570720788	6750.0	0.00166053878234	5.51e+03
1068000	58491.9140625	10102.1038094	120.000234687	6750.0	0.00166053878234	5.52e+03
1072000	58413.9296875	10224.3417504	121.452267043	6750.0	0.00166053878234	5.53e+03
1076000	58446.6289062	10113.8116731	120.139309321	6750.0	0.00166053878234	5.54e+03
1080000	58339.1015625	10195.5645013	121.110429669	6750.0	0.00166053878234	5.54e+03
1084000	58482.734375	10334.1692882	122.756879486	6750.0	0.00166053878234	5.55e+03
1088000	58425.109375	9921.31766216	117.852723583	6750.0	0.00166053878234	5.56e+03
1092000	58420.90625	10173.018071	120.842606552	6750.0	0.00166053878234	5.57e+03
1096000	58357.25	9953.73692441	118.237823475	6750.0	0.00166053878234	5.58e+03
1100000	58439.7265625	10067.671679	119.591224464	6750.0	0.00166053878234	5.59e+03
