#"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
104000	58460.234375	10084.5061396	119.791196595	6750.0	0.00166053878234	0
108000	58414.4335938	10221.6108775	121.419827723	6750.0	0.00166053878234	9.57e+03
112000	58431.2226562	10092.2542825	119.883234747	6750.0	0.00166053878234	9.5e+03
116000	58335.7539062	10064.6797877	119.555684574	6750.0	0.00166053878234	9.51e+03
120000	58426.9960938	10149.5029901	120.56327709	6750.0	0.00166053878234	9.49e+03
124000	58367.59375	10233.5055505	121.561121415	6750.0	0.00166053878234	9.49e+03
128000	58368.953125	10074.6388422	119.673985564	6750.0	0.00166053878234	9.49e+03
132000	58370.5	10051.1965955	119.395521279	6750.0	0.00166053878234	9.49e+03
136000	58422.171875	10138.4057049	120.431455357	6750.0	0.00166053878234	9.49e+03
140000	58343.8828125	10266.584559	121.954058259	6750.0	0.00166053878234	9.47e+03
144000	58407.2226562	10025.1394072	119.085994791	6750.0	0.00166053878234	9.47e+03
148000	58395.3828125	10313.8767851	122.515830177	6750.0	0.00166053878234	9.47e+03
152000	58490.8984375	10272.7524982	122.027325587	6750.0	0.00166053878234	9.46e+03
156000	58450.34375	10181.5782652	120.944290849	6750.0	0.00166053878234	9.46e+03
160000	58383.78125	10221.3591525	121.416837548	6750.0	0.00166053878234	9.46e+03
164000	58446.1601562	10190.7282018	121.05298054	6750.0	0.00166053878234	9.46e+03
168000	58399.7734375	10144.6568662	120.505711259	6750.0	0.00166053878234	9.46e+03
172000	58445.7304688	10139.2618747	120.441625573	6750.0	0.00166053878234	9.46e+03
176000	58446.7734375	9936.332853	118.031085087	6750.0	0.00166053878234	9.46e+03
180000	58294.515625	10282.7309431	122.14585691	6750.0	0.00166053878234	9.45e+03
184000	58398.7734375	9985.19996463	118.611564656	6750.0	0.00166053878234	9.45e+03
188000	58326.0390625	10197.3005783	121.131052071	6750.0	0.00166053878234	9.45e+03
192000	58407.4335938	10244.6430569	121.693420926	6750.0	0.00166053878234	9.44e+03
196000	58393.2617188	10244.6494828	121.693497256	6750.0	0.00166053878234	9.44e+03
200000	58414.53125	10153.9035075	120.615549679	6750.0	0.00166053878234	9.44e+03
204000	58412.0859375	10417.4783504	123.746485928	6750.0	0.00166053878234	9.44e+03
208000	58452.828125	10241.4021082	121.654922548	6750.0	0.00166053878234	9.44e+03
212000	58437.5	10051.3085341	119.396850968	6750.0	0.00166053878234	9.44e+03
216000	58361.0742188	10129.025661	120.320032282	6750.0	0.00166053878234	9.43e+03
220000	58411.15625	10075.3884702	119.682890197	6750.0	0.00166053878234	9.43e+03
224000	58392.3554688	10318.8090521	122.574419279	6750.0	0.00166053878234	9.43e+03
228000	58414.5429688	10009.2876112	118.897695475	6750.0	0.00166053878234	9.43e+03
232000	58384.0625	10151.468046	120.586619472	6750.0	0.00166053878234	9.42e+03
