# bin-midpt	Count	NumberDensity	Masked atoms: ['A']
9.999990463256835938e-03 9.928000000000000824e+00 4.964000000000000341e+02
2.999997138977050781e-02 9.635999999999999233e+00 4.817999999999999545e+02
4.999995231628417969e-02 9.541999999999999815e+00 4.770999999999999659e+02
6.999993324279785156e-02 9.523500000000000298e+00 4.761750000000000114e+02
8.999991416931152344e-02 9.310499999999999332e+00 4.655249999999999773e+02
1.099998950958251953e-01 9.164999999999999147e+00 4.582499999999999432e+02
1.299998760223388672e-01 8.903000000000000469e+00 4.451500000000000341e+02
1.499998569488525391e-01 8.881999999999999673e+00 4.440999999999999659e+02
1.699998378753662109e-01 8.675499999999999545e+00 4.337749999999999773e+02
1.899998188018798828e-01 8.647000000000000242e+00 4.323500000000000227e+02
2.099997997283935547e-01 8.470499999999999474e+00 4.235249999999999773e+02
2.299997806549072266e-01 8.410500000000000753e+00 4.205250000000000341e+02
2.499997615814208984e-01 8.112500000000000711e+00 4.056250000000000000e+02
2.699997425079345703e-01 8.025999999999999801e+00 4.012999999999999545e+02
2.899997234344482422e-01 7.974000000000000199e+00 3.986999999999999886e+02
3.099997043609619141e-01 7.796000000000000263e+00 3.898000000000000114e+02
3.299996852874755859e-01 7.796000000000000263e+00 3.898000000000000114e+02
3.499996662139892578e-01 7.634999999999999787e+00 3.817500000000000000e+02
3.699996471405029297e-01 7.631499999999999950e+00 3.815749999999999886e+02
3.899996280670166016e-01 7.734499999999999709e+00 3.867249999999999659e+02
4.099996089935302734e-01 7.565000000000000391e+00 3.782500000000000000e+02
4.299995899200439453e-01 7.598499999999999588e+00 3.799249999999999545e+02
4.499995708465576172e-01 7.524000000000000021e+00 3.761999999999999886e+02
4.699995517730712891e-01 7.447499999999999787e+00 3.723750000000000000e+02
4.899995326995849609e-01 7.456999999999999851e+00 3.728499999999999659e+02
5.099995136260986328e-01 7.524000000000000021e+00 3.761999999999999886e+02
5.299994945526123047e-01 7.508499999999999730e+00 3.754249999999999545e+02
5.499994754791259766e-01 7.504999999999999893e+00 3.752500000000000000e+02
5.699994564056396484e-01 7.485500000000000043e+00 3.742749999999999773e+02
5.899994373321533203e-01 7.546999999999999709e+00 3.773499999999999659e+02
6.099994182586669922e-01 7.510500000000000398e+00 3.755250000000000341e+02
6.299993991851806641e-01 7.706500000000000128e+00 3.853249999999999886e+02
6.499993801116943359e-01 7.795499999999999652e+00 3.897749999999999773e+02
6.699993610382080078e-01 7.839999999999999858e+00 3.920000000000000000e+02
6.899993419647216797e-01 7.868500000000000050e+00 3.934250000000000114e+02
7.099993228912353516e-01 8.051500000000000767e+00 4.025750000000000455e+02
7.299993038177490234e-01 8.198000000000000398e+00 4.099000000000000341e+02
7.499992847442626953e-01 8.200499999999999901e+00 4.100249999999999773e+02
7.699992656707763672e-01 8.319499999999999673e+00 4.159749999999999659e+02
7.899992465972900391e-01 8.429000000000000270e+00 4.214499999999999886e+02
8.099992275238037109e-01 8.592499999999999361e+00 4.296249999999999432e+02
8.299992084503173828e-01 8.633499999999999730e+00 4.316749999999999545e+02
8.499991893768310547e-01 8.816499999999999559e+00 4.408249999999999886e+02
8.699991703033447266e-01 8.949999999999999289e+00 4.474999999999999432e+02
8.899991512298583984e-01 9.108999999999999986e+00 4.554499999999999886e+02
9.099991321563720703e-01 9.298500000000000654e+00 4.649250000000000114e+02
9.299991130828857422e-01 9.460000000000000853e+00 4.730000000000000568e+02
9.499990940093994141e-01 9.784499999999999531e+00 4.892249999999999659e+02
9.699990749359130859e-01 9.660999999999999588e+00 4.830499999999999545e+02
9.899990558624267578e-01 9.897999999999999687e+00 4.948999999999999773e+02
1.009999036788940430e+00 9.971000000000000085e+00 4.985500000000000114e+02
1.029999017715454102e+00 1.027899999999999991e+01 5.139499999999999318e+02
1.049998998641967773e+00 1.033500000000000085e+01 5.167500000000000000e+02
1.069998979568481445e+00 1.054149999999999920e+01 5.270749999999999318e+02
1.089998960494995117e+00 1.071199999999999974e+01 5.356000000000000227e+02
1.109998941421508789e+00 1.086800000000000033e+01 5.433999999999999773e+02
1.129998922348022461e+00 1.099050000000000082e+01 5.495249999999999773e+02
1.149998903274536133e+00 1.124150000000000027e+01 5.620750000000000455e+02
1.169998884201049805e+00 1.141900000000000048e+01 5.709500000000000455e+02
1.189998865127563477e+00 1.140600000000000058e+01 5.703000000000000682e+02
1.209998846054077148e+00 1.144950000000000045e+01 5.724750000000000227e+02
1.229998826980590820e+00 1.165199999999999925e+01 5.825999999999999091e+02
1.249998807907104492e+00 1.176650000000000063e+01 5.883250000000000455e+02
1.269998788833618164e+00 1.194350000000000023e+01 5.971749999999999545e+02
1.289998769760131836e+00 1.209149999999999991e+01 6.045749999999999318e+02
1.309998750686645508e+00 1.219350000000000023e+01 6.096749999999999545e+02
1.329998731613159180e+00 1.217549999999999955e+01 6.087749999999999773e+02
1.349998712539672852e+00 1.220299999999999940e+01 6.101499999999999773e+02
1.369998693466186523e+00 1.243900000000000006e+01 6.219500000000000455e+02
1.389998674392700195e+00 1.248649999999999949e+01 6.243249999999999318e+02
1.409998655319213867e+00 1.248600000000000065e+01 6.243000000000000682e+02
1.429998636245727539e+00 1.239949999999999974e+01 6.199750000000000227e+02
1.449998617172241211e+00 1.247550000000000026e+01 6.237749999999999773e+02
1.469998598098754883e+00 1.249649999999999928e+01 6.248249999999999318e+02
1.489998579025268555e+00 1.254599999999999937e+01 6.272999999999999545e+02
1.509998559951782227e+00 1.247250000000000014e+01 6.236250000000000000e+02
1.529998540878295898e+00 1.254749999999999943e+01 6.273750000000000000e+02
1.549998521804809570e+00 1.229100000000000037e+01 6.145499999999999545e+02
1.569998502731323242e+00 1.254649999999999999e+01 6.273249999999999318e+02
1.589998483657836914e+00 1.242350000000000065e+01 6.211750000000000682e+02
1.609998464584350586e+00 1.245350000000000001e+01 6.226749999999999545e+02
1.629998445510864258e+00 1.242149999999999999e+01 6.210749999999999318e+02
1.649998426437377930e+00 1.231949999999999967e+01 6.159750000000000227e+02
1.669998407363891602e+00 1.215850000000000009e+01 6.079249999999999545e+02
1.689998388290405273e+00 1.210050000000000026e+01 6.050249999999999773e+02
1.709998369216918945e+00 1.189850000000000030e+01 5.949249999999999545e+02
1.729998350143432617e+00 1.198199999999999932e+01 5.990999999999999091e+02
1.749998331069946289e+00 1.178800000000000026e+01 5.893999999999999773e+02
1.769998311996459961e+00 1.179649999999999999e+01 5.898249999999999318e+02
1.789998292922973633e+00 1.158350000000000080e+01 5.791750000000000682e+02
1.809998273849487305e+00 1.142699999999999960e+01 5.713500000000000227e+02
1.829998254776000977e+00 1.133849999999999980e+01 5.669249999999999545e+02
1.849998235702514648e+00 1.117450000000000010e+01 5.587250000000000227e+02
1.869998216629028320e+00 1.105949999999999989e+01 5.529750000000000227e+02
1.889998197555541992e+00 1.075750000000000028e+01 5.378750000000000000e+02
1.909998178482055664e+00 1.081250000000000000e+01 5.406250000000000000e+02
1.929998159408569336e+00 1.055400000000000027e+01 5.277000000000000455e+02
1.949998140335083008e+00 1.034900000000000020e+01 5.174500000000000455e+02
1.969998121261596680e+00 1.012100000000000044e+01 5.060500000000000114e+02
1.989998102188110352e+00 9.971999999999999531e+00 4.985999999999999659e+02
