#"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
87500	43381.5390625	2969.0315535864793	46350.57061608648	119.03066465786054	2.0	19.926465388026116	2.96e+03
87600	43365.9609375	3010.7782422387972	46376.7391797388	120.70432019430899	2.0	19.926465388026116	2.96e+03
87700	43334.8203125	3053.736846718006	46388.557159218006	122.42656233005104	2.0	19.926465388026116	2.96e+03
87800	43361.75	3045.827428202145	46407.577428202145	122.10946790851725	2.0	19.926465388026116	2.96e+03
87900	43362.68359375	3126.430232979823	46489.11382672982	125.34089379699773	2.0	19.926465388026116	2.96e+03
88000	43364.40625	3065.2600684836507	46429.66631848365	122.88853678906538	2.0	19.926465388026116	2.96e+03
88100	43357.6953125	3089.4027587973396	46447.09807129734	123.85643504908757	2.0	19.926465388026116	2.96e+03
88200	43368.1328125	3041.355634480249	46409.48844698025	121.93019040023778	2.0	19.926465388026116	2.96e+03
88300	43372.7890625	2923.229947675718	46296.01901017572	117.19444449800075	2.0	19.926465388026116	2.96e+03
88400	43342.56640625	3090.743697029073	46433.31010327907	123.91019425174593	2.0	19.926465388026116	2.96e+03
88500	43359.609375	2995.375132164918	46354.98450716492	120.08679815158185	2.0	19.926465388026116	2.96e+03
88600	43378.59765625	2919.654593534302	46298.2522497843	117.05110591363108	2.0	19.926465388026116	2.96e+03
88700	43379.0	3022.425716949627	46401.42571694963	121.17127604553292	2.0	19.926465388026116	2.96e+03
88800	43368.73046875	3054.4912269507186	46423.22169570072	122.45680598993944	2.0	19.926465388026116	2.96e+03
88900	43383.375	2981.3400027388707	46364.71500273887	119.5241194619184	2.0	19.926465388026116	2.96e+03
89000	43376.08203125	3113.5394560298882	46489.62148727989	124.8240930420669	2.0	19.926465388026116	2.96e+03
89100	43381.3828125	3071.0766839296557	46452.459496429656	123.12172919207667	2.0	19.926465388026116	2.96e+03
89200	43361.62109375	2991.31922128913	46352.94031503913	119.92419369331839	2.0	19.926465388026116	2.96e+03
89300	43354.86328125	2956.0031263628043	46310.866407612804	118.50834540193773	2.0	19.926465388026116	2.96e+03
89400	43353.484375	3008.7509913146496	46362.23536631465	120.62304620965293	2.0	19.926465388026116	2.96e+03
89500	43369.109375	3043.2395114866085	46412.34888648661	122.00571641879078	2.0	19.926465388026116	2.96e+03
89600	43365.79296875	2965.113506935537	46330.90647568554	118.87358727804663	2.0	19.926465388026116	2.96e+03
89700	43355.9921875	2856.7077457159758	46212.699933215976	114.52752036100138	2.0	19.926465388026116	2.96e+03
89800	43374.26953125	2977.908669857774	46352.178201107774	119.38655479609126	2.0	19.926465388026116	2.96e+03
89900	43381.921875	2960.5810013362207	46342.50287633622	118.69187578582608	2.0	19.926465388026116	2.96e+03
90000	43386.2265625	2991.0209174547344	46377.247479954734	119.91223447259699	2.0	19.926465388026116	2.95e+03
90100	43378.703125	3112.4071813772825	46491.11030637728	124.7786993161861	2.0	19.926465388026116	2.95e+03
90200	43363.12890625	3004.4438672866672	46367.57277353667	120.45037043084712	2.0	19.926465388026116	2.95e+03
90300	43367.50390625	3049.7887871125713	46417.29269336257	122.26828170875686	2.0	19.926465388026116	2.95e+03
90400	43351.0859375	2979.4282935438678	46330.51423104387	119.44747763039632	2.0	19.926465388026116	2.95e+03
90500	43371.15625	2944.7067143679596	46315.86296436796	118.05546391390803	2.0	19.926465388026116	2.95e+03
90600	43365.765625	2894.732302705408	46260.49792770541	116.05195289399533	2.0	19.926465388026116	2.95e+03
90700	43346.3203125	3024.8321265312843	46371.152439031284	121.26775078039982	2.0	19.926465388026116	2.95e+03
90800	43379.2890625	2994.96798013011	46374.25704263011	120.07047512622988	2.0	19.926465388026116	2.95e+03
90900	43364.79296875	2968.1667691906914	46332.95973794069	118.9959948136509	2.0	19.926465388026116	2.95e+03
91000	43387.4921875	3085.8124406244606	46473.30462812446	123.7124965456605	2.0	19.926465388026116	2.95e+03
91100	43368.828125	3093.2956831916235	46462.12380819162	124.01250525910426	2.0	19.926465388026116	2.95e+03
91200	43363.828125	2979.647995918989	46343.47612091899	119.45628566064644	2.0	19.926465388026116	2.95e+03
91300	43373.4375	2926.1612567109987	46299.598756711	117.3119628390792	2.0	19.926465388026116	2.94e+03
91400	43355.234375	2988.9642318738624	46344.19860687386	119.82978043084466	2.0	19.926465388026116	2.94e+03
91500	43368.21875	2993.908311861567	46362.12706186157	120.02799224383374	2.0	19.926465388026116	2.94e+03
91600	43355.77734375	3013.83487937646	46369.61222312646	120.82686303144199	2.0	19.926465388026116	2.94e+03
91700	43349.703125	3026.4335237471387	46376.13664874714	121.33195197582133	2.0	19.926465388026116	2.94e+03
91800	43373.1875	2988.2303379405057	46361.417837940506	119.8003580818062	2.0	19.926465388026116	2.94e+03
91900	43335.296875	3028.941300055012	46364.23817505501	121.43249057750064	2.0	19.926465388026116	2.94e+03
92000	43349.9296875	2959.9687037440017	46309.898391244	118.6673283237817	2.0	19.926465388026116	2.94e+03
92100	43359.328125	3047.4059472036315	46406.73407220363	122.17275189945195	2.0	19.926465388026116	2.94e+03
92200	43356.8515625	2916.9856994352303	46273.83726193523	116.94410798087748	2.0	19.926465388026116	2.94e+03
92300	43362.85546875	2974.038027236704	46336.893495986704	119.23137787879563	2.0	19.926465388026116	2.94e+03
92400	43339.6640625	2981.780256143771	46321.44431864377	119.54176954560978	2.0	19.926465388026116	2.94e+03
92500	43359.8828125	2938.5794631005265	46298.46227560053	117.80981789172033	2.0	19.926465388026116	2.94e+03
92600	43347.015625	2992.221687749028	46339.23731274903	119.96037423926892	2.0	19.926465388026116	2.94e+03
92700	43369.484375	2949.9796390729025	46319.4640140729	118.26685935413568	2.0	19.926465388026116	2.94e+03
92800	43345.11328125	2959.13623471139	46304.24951596139	118.63395402631451	2.0	19.926465388026116	2.94e+03
92900	43368.3203125	2997.8152705088723	46366.13558300887	120.18462509740436	2.0	19.926465388026116	2.94e+03
93000	43375.8984375	2952.703035708051	46328.60147320805	118.37604233375649	2.0	19.926465388026116	2.94e+03
93100	43362.3515625	3022.2980706579983	46384.649633158	121.1661586115618	2.0	19.926465388026116	2.94e+03
93200	43372.58203125	3019.2516319229035	46391.8336631729	121.0440246359091	2.0	19.926465388026116	2.94e+03
93300	43375.03125	3021.6829706938006	46396.7142206938	121.14149880035804	2.0	19.926465388026116	2.94e+03
93400	43341.9140625	3046.220110115595	46388.134172615595	122.12521081603221	2.0	19.926465388026116	2.94e+03
93500	43349.43359375	3055.418003770057	46404.85159752006	122.49396115612893	2.0	19.926465388026116	2.94e+03
93600	43349.9375	2934.237656132551	46284.17515613255	117.63575164827137	2.0	19.926465388026116	2.94e+03
93700	43366.171875	2962.238649084	46328.410524084	118.75833210655748	2.0	19.926465388026116	2.94e+03
93800	43328.109375	2944.498252362944	46272.607627362944	118.04710651838526	2.0	19.926465388026116	2.94e+03
93900	43339.60546875	3043.5298532578163	46383.135322007816	122.0173564345269	2.0	19.926465388026116	2.94e+03
94000	43383.65625	3021.315207313746	46404.971457313746	121.12675489522444	2.0	19.926465388026116	2.94e+03
94100	43353.99609375	3071.6562834689394	46425.65237721894	123.14496576506392	2.0	19.926465388026116	2.94e+03
94200	43385.203125	2968.414358112961	46353.61748311296	119.00592083614265	2.0	19.926465388026116	2.94e+03
94300	43376.6640625	2968.101094055921	46344.76515655592	118.99336184906221	2.0	19.926465388026116	2.94e+03
94400	43363.9296875	3032.1301710177213	46396.05985851772	121.56033476620283	2.0	19.926465388026116	2.95e+03
94500	43359.875	2976.4892267417163	46336.364226741716	119.32964827472262	2.0	19.926465388026116	2.95e+03
94600	43351.41796875	3048.3731669019908	46399.79113565199	122.2115284504882	2.0	19.926465388026116	2.95e+03
94700	43353.08203125	3029.521603987552	46382.60363523755	121.45575539013304	2.0	19.926465388026116	2.95e+03
94800	43373.296875	2956.3271212764084	46329.62399627641	118.52133459697188	2.0	19.926465388026116	2.94e+03
94900	43385.421875	2961.47946050053	46346.90133550053	118.72789567634105	2.0	19.926465388026116	2.94e+03
95000	43365.9609375	2971.293224336114	46337.254161836114	119.12133670620608	2.0	19.926465388026116	2.94e+03
95100	43350.46875	3099.0837140851654	46449.552464085165	124.24455168632605	2.0	19.926465388026116	2.94e+03
95200	43345.296875	3022.292764285812	46367.58963928581	121.16594587518738	2.0	19.926465388026116	2.94e+03
95300	43353.5859375	3007.240790935699	46360.8267284357	120.562501162681	2.0	19.926465388026116	2.94e+03
95400	43359.8046875	3039.218633307144	46399.023320807144	121.84451644715969	2.0	19.926465388026116	2.94e+03
95500	43357.3828125	2994.1174209318124	46351.50023343181	120.03637558067877	2.0	19.926465388026116	2.94e+03
95600	43352.1484375	2942.0887010286096	46294.23713852861	117.95050582833647	2.0	19.926465388026116	2.94e+03
95700	43360.390625	2962.6426314236596	46323.03325642366	118.77452805649328	2.0	19.926465388026116	2.94e+03
95800	43347.82421875	3000.2178753530607	46348.04209410306	120.28094729754011	2.0	19.926465388026116	2.94e+03
95900	43356.51953125	2978.419542591553	46334.93907384155	119.40703606075951	2.0	19.926465388026116	2.94e+03
96000	43365.23828125	3037.4299391945824	46402.66822044458	121.77280638101686	2.0	19.926465388026116	2.94e+03
96100	43352.96875	3000.9953487962484	46353.96409879625	120.3121167812678	2.0	19.926465388026116	2.94e+03
96200	43355.66796875	3012.298623603303	46367.9665923533	120.76527340450036	2.0	19.926465388026116	2.94e+03
96300	43383.734375	2901.2616968415678	46284.99607184157	116.3137211203725	2.0	19.926465388026116	2.95e+03
96400	43343.9609375	3053.6337797697634	46397.59471726976	122.42243030008365	2.0	19.926465388026116	2.95e+03
96500	43351.890625	2992.11827714066	46344.00890214066	119.95622843171364	2.0	19.926465388026116	2.95e+03
96600	43360.0859375	2919.011250272393	46279.09718777239	117.0253138077925	2.0	19.926465388026116	2.95e+03
96700	43357.4140625	3014.991457924247	46372.40552042425	120.87323111840483	2.0	19.926465388026116	2.95e+03
96800	43370.359375	3044.73339187447	46415.09276687447	122.06560718528388	2.0	19.926465388026116	2.95e+03
96900	43377.875	3027.217419456225	46405.092419456225	121.36337893292531	2.0	19.926465388026116	2.95e+03
97000	43361.6015625	2982.932194540277	46344.53375704028	119.58795160548564	2.0	19.926465388026116	2.95e+03
97100	43373.203125	2969.669815688394	46342.872940688394	119.05625305624756	2.0	19.926465388026116	2.95e+03
97200	43365.7578125	2926.185232628952	46291.94304512895	117.31292405131228	2.0	19.926465388026116	2.95e+03
97300	43354.26953125	3040.3771857768297	46394.64671702683	121.89096367010723	2.0	19.926465388026116	2.95e+03
97400	43365.546875	3109.5095303638373	46475.05640536384	124.662530350026	2.0	19.926465388026116	2.95e+03
97500	43386.8046875	3007.0766522948397	46393.88133979484	120.55592072351594	2.0	19.926465388026116	2.95e+03
97600	43374.6328125	3021.722294121282	46396.35510662128	121.14307530556698	2.0	19.926465388026116	2.95e+03
97700	43357.41015625	2977.184312142199	46334.5944683922	119.35751476105669	2.0	19.926465388026116	2.95e+03
97800	43375.04296875	3085.0703806608217	46460.11334941082	123.68274681444554	2.0	19.926465388026116	2.95e+03
97900	43361.70703125	2968.1345105827786	46329.84154183278	118.9947015422688	2.0	19.926465388026116	2.95e+03
98000	43359.62109375	2950.6629972457886	46310.28409099579	118.29425568726653	2.0	19.926465388026116	2.95e+03
98100	43351.84765625	2886.825585888233	46238.67324213823	115.73496678555436	2.0	19.926465388026116	2.95e+03
98200	43367.8515625	2983.1419517090544	46350.993514209054	119.5963609250788	2.0	19.926465388026116	2.95e+03
98300	43366.296875	2940.6764291953295	46306.97330419533	117.89388680898323	2.0	19.926465388026116	2.95e+03
98400	43356.2109375	3009.1293553994037	46365.340292899404	120.63821510485599	2.0	19.926465388026116	2.95e+03
98500	43370.984375	3046.5903548398055	46417.574729839806	122.140054200083	2.0	19.926465388026116	2.95e+03
98600	43346.4453125	3024.95013418654	46371.39544668654	121.27248179433022	2.0	19.926465388026116	2.95e+03
98700	43356.12109375	2948.4890542458743	46304.610147995874	118.20710070910688	2.0	19.926465388026116	2.95e+03
98800	43356.3671875	2972.023481907556	46328.390669407556	119.15061327081354	2.0	19.926465388026116	2.95e+03
98900	43363.21484375	3004.907243882306	46368.122087632306	120.46894754030866	2.0	19.926465388026116	2.95e+03
99000	43367.296875	2974.98364628572	46342.28052128572	119.26928844386914	2.0	19.926465388026116	2.94e+03
99100	43376.6171875	3088.9744398794137	46465.591627379414	123.83926342778072	2.0	19.926465388026116	2.94e+03
99200	43362.9921875	3023.5570160183124	46386.54920351831	121.21663065953484	2.0	19.926465388026116	2.94e+03
99300	43391.70703125	2947.4532718402334	46339.16030309023	118.16557542857039	2.0	19.926465388026116	2.94e+03
99400	43362.84375	2948.591586058028	46311.43533605803	118.21121128507382	2.0	19.926465388026116	2.94e+03
99500	43349.265625	3055.6618813653477	46404.92750636535	122.503738388785	2.0	19.926465388026116	2.94e+03
99600	43358.1171875	2957.8790092845447	46315.996196784545	118.58355093174269	2.0	19.926465388026116	2.94e+03
99700	43372.60546875	3015.3429833203554	46387.948452070355	120.88732403078643	2.0	19.926465388026116	2.93e+03
99800	43348.5703125	2963.3062315806746	46311.876544080675	118.80113227619623	2.0	19.926465388026116	2.93e+03
99900	43360.7890625	2950.0993080406915	46310.88837054069	118.27165697131078	2.0	19.926465388026116	2.93e+03
100000	43338.4609375	3073.53875866998	46411.99969616998	123.22043558420785	2.0	19.926465388026116	2.93e+03
100100	43344.28125	2930.109953781939	46274.39120378194	117.47026901683566	2.0	19.926465388026116	2.93e+03
100200	43352.296875	3004.168846633751	46356.46572163375	120.43934465004268	2.0	19.926465388026116	2.93e+03
100300	43356.22265625	2998.5671419627033	46354.7897982127	120.21476817849715	2.0	19.926465388026116	2.93e+03
100400	43364.75390625	2981.9735834370367	46346.72748968704	119.54952017937659	2.0	19.926465388026116	2.93e+03
100500	43371.36328125	3035.542001288384	46406.905282538384	121.69711755799439	2.0	19.926465388026116	2.93e+03
100600	43367.63671875	2951.459769502282	46319.09648825228	118.32619887465259	2.0	19.926465388026116	2.93e+03
100700	43362.85546875	3035.091412458569	46397.94688120857	121.67905311949575	2.0	19.926465388026116	2.93e+03
100800	43358.05078125	2950.808477662038	46308.85925891204	118.30008810444644	2.0	19.926465388026116	2.93e+03
100900	43342.2578125	2904.482836868614	46246.740649368614	116.44285899966255	2.0	19.926465388026116	2.93e+03
101000	43352.9765625	2969.0265303258784	46322.00309282588	119.03046327163837	2.0	19.926465388026116	2.92e+03
101100	43350.19921875	3006.705570715014	46356.904789465014	120.54104378930633	2.0	19.926465388026116	2.92e+03
101200	43356.3125	3003.4535561082885	46359.76605610829	120.41066812534682	2.0	19.926465388026116	2.92e+03
101300	43362.4140625	2992.925359123852	46355.33942162385	119.98858494364652	2.0	19.926465388026116	2.92e+03
101400	43376.97265625	2970.867246716749	46347.83990296675	119.10425894928527	2.0	19.926465388026116	2.92e+03
101500	43376.28125	2935.01755634835	46311.29880634835	117.66701842310279	2.0	19.926465388026116	2.92e+03
101600	43356.890625	3098.8336764471605	46455.72430144716	124.23452749301451	2.0	19.926465388026116	2.92e+03
101700	43356.703125	2906.467159468215	46263.170284468215	116.5224119561277	2.0	19.926465388026116	2.92e+03
101800	43362.82421875	2954.815610683989	46317.63982943399	118.46073702257569	2.0	19.926465388026116	2.92e+03
101900	43335.52734375	3009.2323915613815	46344.75973531138	120.64234590057933	2.0	19.926465388026116	2.92e+03
102000	43359.03125	2992.3801001531538	46351.411350153154	119.96672510938019	2.0	19.926465388026116	2.92e+03
102100	43378.7890625	3007.309633608442	46386.09869610844	120.56526111620305	2.0	19.926465388026116	2.92e+03
102200	43363.22265625	3036.7800060381414	46400.00266228814	121.74675008144642	2.0	19.926465388026116	2.91e+03
102300	43369.6171875	3043.433652955806	46413.050840455806	122.01349969347113	2.0	19.926465388026116	2.91e+03
102400	43353.3203125	2997.800702218665	46351.121014718665	120.18404104390576	2.0	19.926465388026116	2.91e+03
102500	43347.84375	3026.668844512664	46374.512594512664	121.34138615886138	2.0	19.926465388026116	2.91e+03
102600	43352.6640625	3101.1688676071353	46453.832930107135	124.32814702883225	2.0	19.926465388026116	2.91e+03
102700	43334.6796875	3022.950558949262	46357.63024644926	121.1923173483717	2.0	19.926465388026116	2.91e+03
102800	43347.50390625	3073.9337658146396	46421.43767206464	123.23627171195686	2.0	19.926465388026116	2.91e+03
102900	43375.8359375	3045.5768354078755	46421.412772907875	122.09942145858163	2.0	19.926465388026116	2.91e+03
103000	43355.2890625	2926.7373114340007	46282.026373934	117.33505729776739	2.0	19.926465388026116	2.91e+03
103100	43359.8125	2965.773906584829	46325.58640658483	118.90006318703456	2.0	19.926465388026116	2.91e+03
103200	43394.609375	2999.678278493462	46394.28765349346	120.25931446148363	2.0	19.926465388026116	2.91e+03
103300	43379.09375	3006.805806088727	46385.89955608873	120.54506229936254	2.0	19.926465388026116	2.91e+03
103400	43368.15625	2967.7046138555743	46335.860863855574	118.97746666542433	2.0	19.926465388026116	2.92e+03
103500	43356.578125	2990.1242583370768	46346.70238333708	119.87628674727983	2.0	19.926465388026116	2.92e+03
103600	43356.640625	2964.1151376069174	46320.75576260692	118.83356191536025	2.0	19.926465388026116	2.92e+03
103700	43355.84375	2960.898099698359	46316.74184969836	118.70458849302572	2.0	19.926465388026116	2.92e+03
103800	43344.546875	3047.3185780770145	46391.865453077015	122.16924920673074	2.0	19.926465388026116	2.92e+03
103900	43339.875	2984.8072516266257	46324.682251626626	119.66312402694068	2.0	19.926465388026116	2.91e+03
104000	43369.94921875	2965.4823555240873	46335.43157427409	118.88837468998916	2.0	19.926465388026116	2.91e+03
104100	43369.89453125	2922.882502224762	46292.77703347476	117.18051515362929	2.0	19.926465388026116	2.91e+03
104200	43362.14453125	2974.29591707699	46336.44044832699	119.24171687268768	2.0	19.926465388026116	2.91e+03
104300	43378.36328125	2994.381293827668	46372.74457507767	120.0469544396811	2.0	19.926465388026116	2.91e+03
104400	43364.34765625	3021.0072876182385	46385.35494386824	121.11441016753933	2.0	19.926465388026116	2.91e+03
104500	43360.15234375	3091.3734968854114	46451.52584063541	123.93544339246687	2.0	19.926465388026116	2.9e+03
104600	43364.7890625	3034.234843187034	46399.023905687034	121.64471262567609	2.0	19.926465388026116	2.9e+03
104700	43362.42578125	2968.2632036763243	46330.688984926324	118.9998609433008	2.0	19.926465388026116	2.9e+03
104800	43358.0859375	3000.4689091625623	46358.55484666256	120.29101142810164	2.0	19.926465388026116	2.91e+03
104900	43353.1328125	2889.485056235455	46242.617868735455	115.84158691314623	2.0	19.926465388026116	2.91e+03
105000	43361.25	3065.427077198401	46426.6770771984	122.89523229160943	2.0	19.926465388026116	2.91e+03
105100	43362.7578125	2969.5347692342475	46332.29258173425	119.05083894430345	2.0	19.926465388026116	2.91e+03
105200	43361.74609375	3066.3646004018374	46428.11069415184	122.93281828826292	2.0	19.926465388026116	2.91e+03
105300	43365.76171875	2938.748720198637	46304.51043894864	117.81660353361148	2.0	19.926465388026116	2.91e+03
105400	43361.625	2986.104762303643	46347.72976230364	119.71514218690247	2.0	19.926465388026116	2.91e+03
105500	43360.09375	3019.050317536108	46379.14406753611	121.03595379367218	2.0	19.926465388026116	2.91e+03
105600	43337.4140625	2908.7761787942654	46246.190241294265	116.61498224382156	2.0	19.926465388026116	2.91e+03
105700	43365.5234375	2916.6768222609535	46282.20025976095	116.93172486716237	2.0	19.926465388026116	2.91e+03
105800	43336.5703125	2993.72150192596	46330.29181442596	120.02050289574206	2.0	19.926465388026116	2.91e+03
105900	43370.8203125	2926.448688690085	46297.269001190085	117.3234861991032	2.0	19.926465388026116	2.91e+03
106000	43366.5390625	2979.8745894078165	46346.41365190782	119.46536996072729	2.0	19.926465388026116	2.91e+03
106100	43351.56640625	3035.6836495925672	46387.25005584257	121.70279634297538	2.0	19.926465388026116	2.91e+03
106200	43374.66015625	2959.8571573910303	46334.51731364103	118.66285634822512	2.0	19.926465388026116	2.91e+03
106300	43345.8359375	3090.7230479479767	46436.55898544798	123.90936641485601	2.0	19.926465388026116	2.91e+03
106400	43349.9296875	2973.9429319347255	46323.872619434725	119.2275654380061	2.0	19.926465388026116	2.91e+03
106500	43366.5078125	3044.5225170655176	46411.03032956552	122.05715305867183	2.0	19.926465388026116	2.91e+03
106600	43362.25	3022.7295761634596	46384.97957616346	121.18345798551306	2.0	19.926465388026116	2.91e+03
106700	43348.140625	3021.4037494777003	46369.5443744777	121.13030461587762	2.0	19.926465388026116	2.91e+03
106800	43368.0390625	2952.2821047175676	46320.32116721757	118.35916689990943	2.0	19.926465388026116	2.91e+03
106900	43370.328125	3037.416290764697	46407.7444157647	121.77225920539699	2.0	19.926465388026116	2.91e+03
107000	43346.8671875	3014.679929494858	46361.54711699486	120.86074171391697	2.0	19.926465388026116	2.91e+03
107100	43354.53515625	3009.000603999477	46363.53576024948	120.63305336627816	2.0	19.926465388026116	2.91e+03
107200	43359.0078125	2982.26746276184	46341.27527526184	119.56130201824531	2.0	19.926465388026116	2.91e+03
107300	43376.5	2995.2449275446124	46371.74492754461	120.0815781523273	2.0	19.926465388026116	2.91e+03
107400	43372.19921875	2988.1160909254104	46360.31530967541	119.79577783471333	2.0	19.926465388026116	2.91e+03
107500	43358.8125	2898.625572839752	46257.43807283975	116.20803696498601	2.0	19.926465388026116	2.91e+03
107600	43360.0703125	2904.1098450971767	46264.18015759718	116.42790548446246	2.0	19.926465388026116	2.91e+03
107700	43354.53125	2960.987647496164	46315.518897496164	118.70817853028163	2.0	19.926465388026116	2.9e+03
107800	43356.0546875	2973.4128231760114	46329.46751067601	119.20631298691157	2.0	19.926465388026116	2.9e+03
107900	43328.08984375	2950.477537632454	46278.567381382454	118.28682047459061	2.0	19.926465388026116	2.9e+03
108000	43357.00390625	3046.4067937689833	46403.41070001898	122.1326951013766	2.0	19.926465388026116	2.9e+03
108100	43379.4375	2990.3997022666736	46369.83720226667	119.88732949755855	2.0	19.926465388026116	2.9e+03
108200	43368.6875	3057.6217372082174	46426.30923720822	122.58231045492845	2.0	19.926465388026116	2.9e+03
108300	43348.015625	3051.556640637573	46399.57226563757	122.33915626037437	2.0	19.926465388026116	2.9e+03
108400	43362.96484375	3052.7178844386945	46415.682728188694	122.38571138078403	2.0	19.926465388026116	2.9e+03
108500	43359.95703125	2988.461874652654	46348.418905902654	119.80964055935563	2.0	19.926465388026116	2.9e+03
108600	43358.97265625	3053.884763927199	46412.8574201772	122.43249244005723	2.0	19.926465388026116	2.9e+03
108700	43382.40625	3040.0191567188594	46422.42540671886	121.8766100211251	2.0	19.926465388026116	2.9e+03
108800	43361.38671875	3052.6937990356237	46414.080517785624	122.38474577921184	2.0	19.926465388026116	2.9e+03
108900	43343.8984375	2888.9921868667006	46232.8906243667	115.82182741665942	2.0	19.926465388026116	2.9e+03
109000	43338.8828125	2939.772050850326	46278.654863350326	117.85762961414882	2.0	19.926465388026116	2.9e+03
109100	43357.6171875	2899.25042002555	46256.86760752555	116.23308754949235	2.0	19.926465388026116	2.9e+03
109200	43354.375	3026.080449877307	46380.45544987731	121.31779698398613	2.0	19.926465388026116	2.9e+03
109300	43353.8515625	3017.109899410978	46370.96146191098	120.95816099996833	2.0	19.926465388026116	2.9e+03
109400	43357.3046875	3022.6423548916355	46379.947042391635	121.17996122039953	2.0	19.926465388026116	2.9e+03
109500	43382.89453125	3059.032318779966	46441.926850029966	122.6388617104503	2.0	19.926465388026116	2.9e+03
109600	43368.3359375	2997.687380362302	46366.0233178623	120.17949788710878	2.0	19.926465388026116	2.9e+03
109700	43370.82421875	3003.415767897619	46374.23998664762	120.40915316811208	2.0	19.926465388026116	2.9e+03
109800	43367.94140625	2995.1978167942725	46363.13922304427	120.07968944760178	2.0	19.926465388026116	2.9e+03
109900	43362.3046875	3086.610312823672	46448.91500032367	123.74448383056134	2.0	19.926465388026116	2.9e+03
110000	43339.60546875	3011.0536813004874	46350.65915005049	120.71536274942973	2.0	19.926465388026116	2.9e+03
110100	43336.8125	2973.955609893892	46310.76810989389	119.22807370673914	2.0	19.926465388026116	2.9e+03
110200	43358.63671875	3009.747290864587	46368.38400961459	120.66298859338546	2.0	19.926465388026116	2.9e+03
110300	43383.63671875	2927.248815750703	46310.8855345007	117.3555638830608	2.0	19.926465388026116	2.9e+03
110400	43366.1015625	3014.6127993274713	46380.71436182747	120.85805041599762	2.0	19.926465388026116	2.89e+03
110500	43358.77734375	2989.1672899894184	46347.94463373942	119.8379211804536	2.0	19.926465388026116	2.89e+03
110600	43361.375	2965.544524680823	46326.91952468082	118.89086709733274	2.0	19.926465388026116	2.89e+03
110700	43348.421875	2973.5090672702063	46321.930942270206	119.21017148362832	2.0	19.926465388026116	2.9e+03
110800	43356.4609375	3046.0261083040386	46402.48704580404	122.11743314032967	2.0	19.926465388026116	2.9e+03
110900	43366.875	3068.1927983127534	46435.06779831275	123.006112090816	2.0	19.926465388026116	2.89e+03
111000	43365.1640625	2894.3663677349687	46259.53043023497	116.03728229115167	2.0	19.926465388026116	2.89e+03
111100	43344.5390625	3052.4857377312146	46397.024800231215	122.3764044480719	2.0	19.926465388026116	2.89e+03
111200	43359.5703125	2955.706885404885	46315.277197904885	118.49646888345566	2.0	19.926465388026116	2.89e+03
111300	43350.84375	2909.212167507969	46260.05591750797	116.63246135289762	2.0	19.926465388026116	2.89e+03
111400	43346.2265625	2930.796663356945	46277.023225856945	117.49779971014915	2.0	19.926465388026116	2.89e+03
111500	43380.15234375	3021.5781995598227	46401.73054330982	121.13729844832766	2.0	19.926465388026116	2.89e+03
111600	43355.578125	3096.010449033696	46451.588574033696	124.12134222386538	2.0	19.926465388026116	2.9e+03
111700	43362.41015625	2978.6509359199554	46341.061092169955	119.41631278994879	2.0	19.926465388026116	2.9e+03
111800	43341.67578125	2913.270008403808	46254.94578965381	116.79514318708834	2.0	19.926465388026116	2.9e+03
111900	43340.296875	2955.857318369206	46296.154193369206	118.5024998519403	2.0	19.926465388026116	2.9e+03
112000	43360.57421875	3018.8876620153897	46379.46188076539	121.02943281388738	2.0	19.926465388026116	2.9e+03
112100	43371.49609375	3047.625673614908	46419.12176736491	122.18156089332928	2.0	19.926465388026116	2.9e+03
112200	43361.12890625	3006.1344539298443	46367.263360179844	120.51814729618759	2.0	19.926465388026116	2.9e+03
112300	43375.78125	2969.731585172034	46345.512835172034	119.05872944040198	2.0	19.926465388026116	2.9e+03
112400	43361.28125	3078.9335830146447	46440.214833014645	123.4367180708935	2.0	19.926465388026116	2.9e+03
112500	43360.9765625	3003.233815794578	46364.21037829458	120.40185857411065	2.0	19.926465388026116	2.89e+03
112600	43374.8984375	2956.924793957267	46331.82323145727	118.54529573553388	2.0	19.926465388026116	2.89e+03
112700	43375.7890625	2943.4072967986576	46319.19635929866	118.00336930522822	2.0	19.926465388026116	2.89e+03
112800	43361.828125	3028.436324140057	46390.26444914006	121.41224572064802	2.0	19.926465388026116	2.89e+03
112900	43345.578125	2995.5707991723903	46341.14892417239	120.09464258621674	2.0	19.926465388026116	2.89e+03
113000	43363.921875	2928.550167083624	46292.472042083624	117.40773601775025	2.0	19.926465388026116	2.89e+03
113100	43362.375	2977.481348452624	46339.856348452624	119.36942316580729	2.0	19.926465388026116	2.89e+03
113200	43354.296875	3037.1570025854744	46391.453877585474	121.76186415106571	2.0	19.926465388026116	2.89e+03
113300	43385.1015625	2964.892166448757	46349.99372894876	118.86471357469199	2.0	19.926465388026116	2.89e+03
113400	43356.53125	3021.1301670651883	46377.66141706519	121.11933649519172	2.0	19.926465388026116	2.89e+03
113500	43358.1015625	2944.994589246344	46303.096151746344	118.06700503009151	2.0	19.926465388026116	2.89e+03
