#"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
32100	43364.4296875	3061.8803633600473	46426.31005086005	122.75304191811189	2.0	19.926465388026116	3.4e+03
32200	43370.859375	3037.883605015464	46408.742980015464	121.79099417835667	2.0	19.926465388026116	3.4e+03
32300	43356.34375	2987.8900282173418	46344.23377821734	119.78671481402456	2.0	19.926465388026116	3.4e+03
32400	43352.1953125	3038.427247124957	46390.62255962496	121.81278919146482	2.0	19.926465388026116	3.4e+03
32500	43367.7109375	2954.6698954589665	46322.38083295897	118.4548951917389	2.0	19.926465388026116	3.4e+03
32600	43354.05859375	3038.0194876492023	46392.0780813992	121.79644181335732	2.0	19.926465388026116	3.4e+03
32700	43348.453125	3010.4332819394767	46358.88640693948	120.69049048149941	2.0	19.926465388026116	3.4e+03
32800	43353.66796875	2950.150036452338	46303.81800520234	118.27369071074611	2.0	19.926465388026116	3.4e+03
32900	43354.890625	3017.521987256594	46372.412612256594	120.97468190561578	2.0	19.926465388026116	3.4e+03
33000	43369.4921875	2951.8822665289044	46321.374454028904	118.3431370920434	2.0	19.926465388026116	3.4e+03
33100	43370.109375	2883.7690251367167	46253.87840013672	115.6124270107983	2.0	19.926465388026116	3.4e+03
33200	43355.4765625	2986.6406348261517	46342.11719732615	119.73662571153831	2.0	19.926465388026116	3.4e+03
33300	43371.359375	2942.7748880633153	46314.134263063315	117.97801557262396	2.0	19.926465388026116	3.4e+03
33400	43354.98046875	2949.622240769677	46304.60270951968	118.25253099257645	2.0	19.926465388026116	3.4e+03
33500	43354.125	3010.4421040369198	46364.56710403692	120.69084416589223	2.0	19.926465388026116	3.39e+03
33600	43344.5859375	3039.5684883533977	46384.1544258534	121.85854239398373	2.0	19.926465388026116	3.39e+03
33700	43345.765625	2954.1626577628776	46299.92828276288	118.43455965841252	2.0	19.926465388026116	3.38e+03
33800	43355.83984375	3010.8685428020544	46366.708386552054	120.70794041048705	2.0	19.926465388026116	3.38e+03
33900	43364.4765625	2938.454863751773	46302.93142625177	117.8048226119362	2.0	19.926465388026116	3.38e+03
34000	43357.79296875	3060.8679117299616	46418.66088047996	122.71245198557396	2.0	19.926465388026116	3.37e+03
34100	43374.3984375	2976.3120365100913	46350.71047401009	119.32254458765816	2.0	19.926465388026116	3.37e+03
34200	43346.8125	3010.990343462676	46357.802843462676	120.71282348879993	2.0	19.926465388026116	3.37e+03
34300	43362.8125	2981.670605715364	46344.483105715364	119.53737357906725	2.0	19.926465388026116	3.37e+03
34400	43366.3125	3020.2308008177206	46386.54330081772	121.08328023904394	2.0	19.926465388026116	3.36e+03
34500	43379.5625	3020.573113458464	46400.135613458464	121.0970038052685	2.0	19.926465388026116	3.36e+03
34600	43347.7421875	3025.4699681866914	46373.21215568669	121.29332232277629	2.0	19.926465388026116	3.36e+03
34700	43364.4765625	2993.4368291265564	46357.91339162656	120.00909015326644	2.0	19.926465388026116	3.36e+03
34800	43344.9453125	2935.4644313361496	46280.40974383615	117.68493397093604	2.0	19.926465388026116	3.35e+03
34900	43372.609375	2933.79111370584	46306.40048870584	117.6178494330574	2.0	19.926465388026116	3.35e+03
35000	43366.8515625	3030.5582058597356	46397.409768359736	121.49731352368758	2.0	19.926465388026116	3.35e+03
35100	43345.1484375	2951.030144617427	46296.17858211743	118.3089748961684	2.0	19.926465388026116	3.35e+03
35200	43362.6171875	3004.074706349522	46366.69189384952	120.43557049661904	2.0	19.926465388026116	3.35e+03
35300	43346.8359375	2907.2183301430196	46254.05426764302	116.55252694247248	2.0	19.926465388026116	3.35e+03
35400	43356.2578125	3001.711043438874	46357.968855938874	120.3408095073188	2.0	19.926465388026116	3.34e+03
35500	43357.30859375	2984.8649952628184	46342.17358901282	119.66543901190184	2.0	19.926465388026116	3.34e+03
35600	43364.0234375	2994.747765844222	46358.77120334422	120.0616465730996	2.0	19.926465388026116	3.34e+03
35700	43362.73828125	3152.5717474343255	46515.310028684326	126.38892639096721	2.0	19.926465388026116	3.34e+03
35800	43362.0390625	3020.1553996214643	46382.194462121464	121.0802573494773	2.0	19.926465388026116	3.34e+03
35900	43373.7265625	2997.2534568253905	46370.98001932539	120.16210157249338	2.0	19.926465388026116	3.34e+03
36000	43339.98046875	3047.5870283432305	46387.56749709323	122.18001157588665	2.0	19.926465388026116	3.34e+03
36100	43343.5625	3058.61312761344	46402.17562761344	122.62205602742884	2.0	19.926465388026116	3.34e+03
36200	43364.3203125	3011.701935761026	46376.022248261026	120.74135174884341	2.0	19.926465388026116	3.34e+03
36300	43371.46875	2982.7414592248388	46354.21020922484	119.58030488602154	2.0	19.926465388026116	3.34e+03
36400	43352.609375	3047.1605791689362	46399.769954168936	122.16291491398094	2.0	19.926465388026116	3.34e+03
36500	43324.53125	2996.4027428720146	46320.933992872015	120.12799582269703	2.0	19.926465388026116	3.34e+03
36600	43359.3984375	2993.855247268919	46353.25368476892	120.02586484517907	2.0	19.926465388026116	3.35e+03
36700	43384.5234375	2994.96397814434	46379.48741564434	120.0703146836689	2.0	19.926465388026116	3.35e+03
36800	43350.0859375	2956.9418760659173	46307.02781356592	118.54598056986781	2.0	19.926465388026116	3.35e+03
36900	43363.71875	2908.1561832241714	46271.87493322417	116.59012616416686	2.0	19.926465388026116	3.35e+03
37000	43358.65625	2933.0644817240536	46291.72073172405	117.58871822101312	2.0	19.926465388026116	3.34e+03
37100	43368.0390625	2929.0024108523503	46297.04147335235	117.42586680397038	2.0	19.926465388026116	3.34e+03
37200	43377.05078125	3027.196965241339	46404.24774649134	121.36255890836546	2.0	19.926465388026116	3.34e+03
37300	43380.0859375	3015.374454116347	46395.46039161635	120.8885857182076	2.0	19.926465388026116	3.33e+03
37400	43385.66015625	3004.729915340431	46390.39007159043	120.46183830828427	2.0	19.926465388026116	3.33e+03
37500	43353.96875	3019.21780879423	46373.18655879423	121.04266864173587	2.0	19.926465388026116	3.33e+03
37600	43371.94921875	3047.384115885012	46419.33333463501	122.17187666578778	2.0	19.926465388026116	3.33e+03
37700	43360.56640625	2988.411031811498	46348.9774380615	119.80760223235686	2.0	19.926465388026116	3.33e+03
37800	43348.8359375	2933.3392109312117	46282.17514843121	117.59973231754216	2.0	19.926465388026116	3.32e+03
37900	43334.1640625	2834.499308284372	46168.66337078437	113.6371677255425	2.0	19.926465388026116	3.32e+03
38000	43356.015625	2959.747764167376	46315.763389167376	118.65847069321082	2.0	19.926465388026116	3.32e+03
38100	43351.0078125	2987.271571705118	46338.27938420512	119.76192043633495	2.0	19.926465388026116	3.32e+03
38200	43348.796875	3040.9244765031617	46389.72135150316	121.91290495895534	2.0	19.926465388026116	3.32e+03
38300	43339.453125	2951.9856142473873	46291.43873924739	118.3472803782968	2.0	19.926465388026116	3.32e+03
38400	43356.34375	3006.937462677248	46363.28121267725	120.55034050909369	2.0	19.926465388026116	3.32e+03
38500	43374.72265625	3026.114132482093	46400.83678873209	121.3191473444531	2.0	19.926465388026116	3.32e+03
38600	43344.8515625	3034.4811539417133	46379.33271644171	121.65458740548651	2.0	19.926465388026116	3.32e+03
38700	43369.515625	2980.30197515944	46349.81760015944	119.48250417070886	2.0	19.926465388026116	3.33e+03
38800	43343.6875	3043.6365695330314	46387.32406953303	122.02163476870403	2.0	19.926465388026116	3.33e+03
38900	43413.85546875	3060.0789596782997	46473.9344284283	122.68082231596703	2.0	19.926465388026116	3.33e+03
39000	43356.15625	2986.2283447065856	46342.384594706586	119.72009669657903	2.0	19.926465388026116	3.33e+03
39100	43361.21484375	3025.4002195047215	46386.61506325472	121.29052604667613	2.0	19.926465388026116	3.33e+03
39200	43358.70703125	3042.250368030742	46400.95739928074	121.96606092814719	2.0	19.926465388026116	3.33e+03
39300	43356.8125	3018.0809543249197	46374.89345432492	120.99709130762577	2.0	19.926465388026116	3.33e+03
39400	43360.625	3044.233355791308	46404.85835579131	122.04556036993097	2.0	19.926465388026116	3.33e+03
39500	43370.421875	3047.269918722799	46417.6917937228	122.16729841733374	2.0	19.926465388026116	3.33e+03
39600	43389.8359375	2947.4257015096955	46337.261639009696	118.16447011368588	2.0	19.926465388026116	3.33e+03
39700	43357.22265625	3042.5413110367954	46399.763967286795	121.9777250478317	2.0	19.926465388026116	3.33e+03
39800	43349.453125	2989.5528898737393	46339.00601487374	119.85338016419773	2.0	19.926465388026116	3.33e+03
39900	43345.6640625	2986.6310393367894	46332.29510183679	119.73624102129305	2.0	19.926465388026116	3.33e+03
40000	43335.1953125	2972.892898773309	46308.08821127331	119.18546883416056	2.0	19.926465388026116	3.32e+03
40100	43334.51171875	3067.547452898696	46402.059171648696	122.98023971722121	2.0	19.926465388026116	3.32e+03
40200	43370.30859375	3083.06201588735	46453.37060963735	123.6022299894987	2.0	19.926465388026116	3.32e+03
40300	43363.14453125	3077.6639086375944	46440.808439887594	123.3858158887268	2.0	19.926465388026116	3.32e+03
40400	43368.65625	2926.947454445064	46295.603704445064	117.34348208606237	2.0	19.926465388026116	3.32e+03
40500	43363.5859375	3018.228673702106	46381.814611202106	121.00301348640089	2.0	19.926465388026116	3.32e+03
40600	43348.2578125	2972.661400897894	46320.919213397894	119.17618791360444	2.0	19.926465388026116	3.32e+03
40700	43355.265625	2962.754742907826	46318.020367907826	118.77902268857625	2.0	19.926465388026116	3.32e+03
40800	43355.00390625	2891.909783515148	46246.91368976515	115.93879601803677	2.0	19.926465388026116	3.32e+03
40900	43356.625	3112.9755475330167	46469.60054753302	124.80148553454218	2.0	19.926465388026116	3.32e+03
41000	43371.56640625	3075.9036938911304	46447.47010014113	123.31524758137449	2.0	19.926465388026116	3.32e+03
41100	43364.71875	3044.689484433271	46409.40823443327	122.06384690358426	2.0	19.926465388026116	3.32e+03
41200	43355.7265625	2993.6998103465885	46349.42637284659	120.0196332643274	2.0	19.926465388026116	3.32e+03
41300	43371.9453125	3060.870165694505	46432.815478194505	122.71254234867482	2.0	19.926465388026116	3.32e+03
41400	43371.6875	2994.1117445654236	46365.79924456542	120.03614801096388	2.0	19.926465388026116	3.32e+03
41500	43360.86328125	3051.7766337392386	46412.63991498924	122.34797594606609	2.0	19.926465388026116	3.32e+03
41600	43346.4375	3052.0713798366487	46398.50887983665	122.35979253448788	2.0	19.926465388026116	3.32e+03
41700	43368.0546875	2919.887898291461	46287.94258579146	117.06045927340892	2.0	19.926465388026116	3.32e+03
41800	43344.37109375	3039.433850002475	46383.804943752475	121.85314464319882	2.0	19.926465388026116	3.32e+03
41900	43360.71484375	2948.5781555641443	46309.292999314144	118.21067284666896	2.0	19.926465388026116	3.32e+03
42000	43348.70703125	2983.051173050306	46331.758204300306	119.59272154169989	2.0	19.926465388026116	3.32e+03
42100	43369.3671875	3011.250202860916	46380.617390360916	120.72324144372288	2.0	19.926465388026116	3.32e+03
42200	43368.9453125	2916.19307946926	46285.13839196926	116.91233126188082	2.0	19.926465388026116	3.32e+03
42300	43374.515625	3089.698562514968	46464.21418751497	123.86829403828392	2.0	19.926465388026116	3.33e+03
42400	43359.5546875	2993.781227387488	46353.33591488749	120.0228973335425	2.0	19.926465388026116	3.33e+03
42500	43340.75	3067.150116862729	46407.90011686273	122.96431022250212	2.0	19.926465388026116	3.33e+03
42600	43354.81640625	2958.9874796120275	46313.80388586203	118.6279903246735	2.0	19.926465388026116	3.33e+03
42700	43356.546875	3000.1318591339514	46356.67873413395	120.27749884387867	2.0	19.926465388026116	3.33e+03
42800	43345.53125	2989.2417999538593	46334.77304995386	119.84090833987948	2.0	19.926465388026116	3.33e+03
42900	43351.109375	3066.442574412562	46417.55194941256	122.93594432385908	2.0	19.926465388026116	3.33e+03
43000	43358.9140625	3009.591707058251	46368.50576955825	120.65675112384568	2.0	19.926465388026116	3.33e+03
43100	43323.125	2948.624568676576	46271.749568676576	118.21253358257623	2.0	19.926465388026116	3.33e+03
43200	43340.7421875	3011.9525131555274	46352.69470065553	120.75139758139096	2.0	19.926465388026116	3.33e+03
43300	43333.8828125	2960.572652597446	46294.455465097446	118.69154107873138	2.0	19.926465388026116	3.33e+03
43400	43355.94921875	3013.638715643203	46369.5879343932	120.81899868270406	2.0	19.926465388026116	3.33e+03
43500	43346.7265625	3117.909692048095	46464.636254548095	124.9992990271062	2.0	19.926465388026116	3.33e+03
43600	43368.421875	3003.6108773006126	46372.03275230061	120.41697524797219	2.0	19.926465388026116	3.33e+03
43700	43379.12890625	3117.680100481957	46496.80900673196	124.99009453189488	2.0	19.926465388026116	3.33e+03
43800	43371.3359375	3047.655124611687	46418.99106211169	122.18274160551039	2.0	19.926465388026116	3.33e+03
43900	43367.015625	2948.4194704331458	46315.435095433146	118.20431104273621	2.0	19.926465388026116	3.33e+03
44000	43355.171875	3000.4655522592366	46355.63742725924	120.29087684737158	2.0	19.926465388026116	3.33e+03
44100	43370.46875	2975.5150079848245	46345.983757984824	119.29059112626797	2.0	19.926465388026116	3.32e+03
44200	43365.98828125	3035.875952884322	46401.86423413432	121.7105059237664	2.0	19.926465388026116	3.32e+03
44300	43364.2265625	3050.934610144235	46415.161172644235	122.31421859914609	2.0	19.926465388026116	3.32e+03
44400	43349.6953125	3014.2345828050748	46363.929895305075	120.8428874366783	2.0	19.926465388026116	3.32e+03
44500	43353.0859375	3051.810304285027	46404.89624178503	122.34932582307893	2.0	19.926465388026116	3.33e+03
44600	43352.765625	3042.944348369725	46395.709973369725	121.99388311175075	2.0	19.926465388026116	3.33e+03
44700	43350.7421875	3043.993540143594	46394.735727643594	122.03594598374897	2.0	19.926465388026116	3.33e+03
44800	43361.54296875	3015.832210585475	46377.375179335475	120.90693751265246	2.0	19.926465388026116	3.33e+03
44900	43342.3828125	2940.5266184485517	46282.90943094855	117.8878807856588	2.0	19.926465388026116	3.33e+03
45000	43374.59375	3005.6931546563283	46380.28690465633	120.50045528285207	2.0	19.926465388026116	3.32e+03
45100	43367.5078125	2972.02410462033	46339.53191712033	119.15063823582791	2.0	19.926465388026116	3.32e+03
45200	43368.1171875	3011.309287114069	46379.42647461407	120.72561017500671	2.0	19.926465388026116	3.32e+03
45300	43374.10546875	3062.9098976650275	46437.01536641503	122.79431670768489	2.0	19.926465388026116	3.32e+03
45400	43349.4609375	2982.876677292399	46332.3376147924	119.58572587807397	2.0	19.926465388026116	3.32e+03
45500	43354.70703125	3098.4793632323854	46453.186394482385	124.22032281492653	2.0	19.926465388026116	3.31e+03
45600	43369.0546875	3052.8854076219723	46421.94009512197	122.39242750875077	2.0	19.926465388026116	3.32e+03
45700	43370.21484375	2994.3973657377064	46364.61220948771	120.04759877440766	2.0	19.926465388026116	3.31e+03
45800	43348.59765625	2977.3893528574845	46325.987009107484	119.36573499455098	2.0	19.926465388026116	3.31e+03
45900	43350.5546875	3034.5944868726656	46385.149174372666	121.65913100627195	2.0	19.926465388026116	3.31e+03
46000	43353.82421875	3001.516297330614	46355.340516080614	120.33300199221249	2.0	19.926465388026116	3.31e+03
46100	43367.515625	2881.158048114972	46248.67367311497	115.50775101638887	2.0	19.926465388026116	3.31e+03
46200	43359.82421875	2991.008864426054	46350.833083176054	119.91175125778804	2.0	19.926465388026116	3.32e+03
46300	43341.328125	2971.8633286533877	46313.19145365339	119.14419260874018	2.0	19.926465388026116	3.32e+03
46400	43353.9140625	2927.7999566402286	46281.71401914023	117.37765952779084	2.0	19.926465388026116	3.32e+03
46500	43345.4453125	2998.7321641165763	46344.177476616576	120.22138403835052	2.0	19.926465388026116	3.32e+03
46600	43342.8125	2903.761952161207	46246.57445216121	116.41395820008677	2.0	19.926465388026116	3.32e+03
46700	43355.00390625	2954.9075368368067	46309.91144308681	118.46442240983812	2.0	19.926465388026116	3.32e+03
46800	43385.74609375	2974.3553583690664	46360.10145211907	119.24409991792524	2.0	19.926465388026116	3.32e+03
46900	43339.1171875	2991.407673949143	46330.52486144914	119.92773982569254	2.0	19.926465388026116	3.32e+03
47000	43360.15625	3032.7477758564055	46392.904025856405	121.58509499967212	2.0	19.926465388026116	3.32e+03
47100	43356.3125	2908.281546762446	46264.594046762446	116.59515208087248	2.0	19.926465388026116	3.32e+03
47200	43383.94921875	3079.108445648104	46463.057664398104	123.44372844283089	2.0	19.926465388026116	3.32e+03
47300	43384.23828125	2996.821922549978	46381.06020379998	120.14480104513355	2.0	19.926465388026116	3.32e+03
47400	43363.74609375	2887.1235791384242	46250.869672888424	115.74691355472594	2.0	19.926465388026116	3.32e+03
47500	43352.890625	3062.543869553134	46415.434494553134	122.77964237073164	2.0	19.926465388026116	3.32e+03
47600	43356.546875	2944.26644682372	46300.81332182372	118.0378132633601	2.0	19.926465388026116	3.32e+03
47700	43365.23046875	3063.8252104646526	46429.05567921465	122.8310122728693	2.0	19.926465388026116	3.32e+03
47800	43364.12890625	3014.6188493142836	46378.74775556428	120.85829296443082	2.0	19.926465388026116	3.32e+03
47900	43346.71875	2974.132784015499	46320.8515340155	119.23517674794111	2.0	19.926465388026116	3.32e+03
48000	43376.578125	2977.5198516080272	46354.09797660803	119.37096678570366	2.0	19.926465388026116	3.32e+03
48100	43364.20703125	2982.844621727243	46347.05165297724	119.58444074682575	2.0	19.926465388026116	3.32e+03
48200	43368.95703125	2988.018071337603	46356.9751025876	119.79184815714824	2.0	19.926465388026116	3.32e+03
48300	43338.84375	2987.721633538604	46326.565383538604	119.7799637471621	2.0	19.926465388026116	3.31e+03
48400	43359.9296875	2952.2935402221046	46312.223227722105	118.35962535772006	2.0	19.926465388026116	3.31e+03
48500	43341.8203125	2927.926935856696	46269.747248356696	117.38275021822679	2.0	19.926465388026116	3.31e+03
48600	43361.921875	3092.37398522906	46454.29586022906	123.97555370802856	2.0	19.926465388026116	3.31e+03
48700	43361.26171875	2988.538366017863	46349.80008476786	119.81270715459961	2.0	19.926465388026116	3.31e+03
48800	43366.03125	3038.7609945130534	46404.79224451305	121.82616937039387	2.0	19.926465388026116	3.3e+03
48900	43366.7890625	2972.1277699945495	46338.91683249455	119.15479425713407	2.0	19.926465388026116	3.3e+03
49000	43362.4765625	2939.1369871878996	46301.6135496879	117.83216944355974	2.0	19.926465388026116	3.3e+03
49100	43330.453125	2993.1178386583924	46323.57096365839	119.9963015901408	2.0	19.926465388026116	3.3e+03
49200	43362.47265625	3027.1927109966055	46389.665367246605	121.36238835255656	2.0	19.926465388026116	3.3e+03
49300	43356.55078125	3055.704602787271	46412.25538403727	122.50545112209716	2.0	19.926465388026116	3.3e+03
49400	43342.26953125	3057.036484903161	46399.30601615316	122.55884725839243	2.0	19.926465388026116	3.3e+03
49500	43363.40625	3050.8908520364203	46414.29710203642	122.31246430433197	2.0	19.926465388026116	3.3e+03
49600	43390.140625	3042.889701610431	46433.03032661043	121.99169228286843	2.0	19.926465388026116	3.3e+03
49700	43346.76171875	3050.8940103426576	46397.65572909266	122.31259092315828	2.0	19.926465388026116	3.3e+03
49800	43368.2109375	3029.3568905084394	46397.56782800844	121.44915190527844	2.0	19.926465388026116	3.3e+03
49900	43358.11328125	2960.383304095827	46318.49658534583	118.68394995765607	2.0	19.926465388026116	3.3e+03
50000	43358.6796875	2986.7790095692035	46345.4586970692	119.74217325703927	2.0	19.926465388026116	3.3e+03
50100	43351.64453125	3040.747205328662	46392.39173657866	121.90579802683132	2.0	19.926465388026116	3.3e+03
50200	43354.3984375	2926.6118126194924	46281.01025011949	117.33002595773779	2.0	19.926465388026116	3.3e+03
50300	43328.6796875	2983.416451270692	46312.09613877069	119.60736581494957	2.0	19.926465388026116	3.3e+03
50400	43348.1171875	3034.3532556502614	46382.47044315026	121.64945986865662	2.0	19.926465388026116	3.3e+03
50500	43359.2578125	3004.3394228760153	46363.597235376015	120.44618317739584	2.0	19.926465388026116	3.3e+03
50600	43373.78125	2983.34373683951	46357.12498683951	119.60445063977623	2.0	19.926465388026116	3.29e+03
50700	43368.4609375	3024.314425448887	46392.77536294889	121.24699576219956	2.0	19.926465388026116	3.29e+03
50800	43363.28125	3023.2699205680983	46386.5511705681	121.20512079120154	2.0	19.926465388026116	3.29e+03
50900	43380.33984375	3104.9318750659004	46485.2717188159	124.47900877308963	2.0	19.926465388026116	3.3e+03
51000	43344.13671875	3028.2981626712717	46372.43488142127	121.40670672546969	2.0	19.926465388026116	3.29e+03
51100	43361.65625	3014.0703225708567	46375.72657257086	120.8363021227458	2.0	19.926465388026116	3.29e+03
51200	43366.69140625	3078.5251327441656	46445.216538994166	123.42034299831602	2.0	19.926465388026116	3.29e+03
51300	43363.1015625	2994.3931719446555	46357.494734444655	120.0474306421513	2.0	19.926465388026116	3.29e+03
51400	43335.45703125	3052.6001562741585	46388.05718752416	122.38099157184271	2.0	19.926465388026116	3.28e+03
51500	43363.546875	3075.946923989337	46439.49379898934	123.31698070789399	2.0	19.926465388026116	3.28e+03
51600	43371.1640625	3047.0886710169725	46418.25273351697	122.16003206313613	2.0	19.926465388026116	3.28e+03
51700	43380.2421875	3068.7972177760676	46449.03940527607	123.03034371286243	2.0	19.926465388026116	3.28e+03
51800	43348.6484375	3082.338260181481	46430.98669768148	123.57321408947722	2.0	19.926465388026116	3.28e+03
51900	43350.609375	2969.800612444058	46320.40998744406	119.06149679464535	2.0	19.926465388026116	3.28e+03
52000	43344.375	2991.9161105955427	46336.29111059554	119.94812342582111	2.0	19.926465388026116	3.28e+03
52100	43363.140625	2856.1306771489326	46219.27130214893	114.50438525655785	2.0	19.926465388026116	3.28e+03
52200	43348.9296875	2955.0997132295743	46304.029400729574	118.47212690315516	2.0	19.926465388026116	3.28e+03
52300	43363.875	3058.5019915581215	46422.37699155812	122.61760050100777	2.0	19.926465388026116	3.28e+03
52400	43390.15625	3111.2210906422697	46501.37734064227	124.73114806387201	2.0	19.926465388026116	3.28e+03
52500	43343.7890625	2961.2750065254513	46305.06406902545	118.71969896569439	2.0	19.926465388026116	3.28e+03
52600	43333.36328125	2906.819919970818	46240.18320122082	116.53655438483956	2.0	19.926465388026116	3.28e+03
52700	43366.19140625	2968.282278600149	46334.47368485015	119.00062567106475	2.0	19.926465388026116	3.28e+03
52800	43376.91796875	2995.5359590610024	46372.453927811	120.09324582045647	2.0	19.926465388026116	3.27e+03
52900	43356.15625	3013.3983841445297	46369.55463414453	120.80936361567665	2.0	19.926465388026116	3.27e+03
53000	43359.0	2987.7880329657346	46346.788032965735	119.78262574916565	2.0	19.926465388026116	3.27e+03
53100	43373.78125	2997.9393453139346	46371.720595313935	120.18959934784505	2.0	19.926465388026116	3.27e+03
53200	43344.62109375	3071.4957299614325	46416.11682371143	123.138529056539	2.0	19.926465388026116	3.27e+03
53300	43341.921875	2967.2316740667447	46309.153549066745	118.95850616049486	2.0	19.926465388026116	3.27e+03
53400	43360.2265625	3084.367872338742	46444.59443483874	123.65458273771021	2.0	19.926465388026116	3.27e+03
53500	43359.9296875	2980.3148953788914	46340.24458287889	119.48302215183539	2.0	19.926465388026116	3.27e+03
53600	43334.8203125	3028.911049894057	46363.73136239406	121.43127782623833	2.0	19.926465388026116	3.27e+03
53700	43356.7265625	2965.226669521304	46321.953232021304	118.87812404956796	2.0	19.926465388026116	3.27e+03
53800	43362.1796875	2915.375287108589	46277.55497460859	116.87954536301585	2.0	19.926465388026116	3.27e+03
53900	43343.375	3043.424924389459	46386.79992438946	122.01314975880895	2.0	19.926465388026116	3.27e+03
54000	43361.359375	3021.0416508619674	46382.40102586197	121.11578781532347	2.0	19.926465388026116	3.26e+03
54100	43336.3515625	3019.6270080353133	46355.97857053531	121.05907374109724	2.0	19.926465388026116	3.26e+03
54200	43350.2421875	2959.4561491780914	46309.69833667809	118.64677963322298	2.0	19.926465388026116	3.26e+03
54300	43356.578125	2945.658223124454	46302.236348124454	118.09361060169802	2.0	19.926465388026116	3.26e+03
54400	43369.05078125	2893.1437027552165	46262.19448400522	115.98826475039229	2.0	19.926465388026116	3.26e+03
54500	43378.17578125	2922.5920413639396	46300.76782261394	117.16887036350268	2.0	19.926465388026116	3.25e+03
54600	43350.09765625	2942.819513073191	46292.91716932319	117.97980462218104	2.0	19.926465388026116	3.25e+03
54700	43353.1328125	3023.948298530653	46377.08111103065	121.23231746402725	2.0	19.926465388026116	3.25e+03
54800	43361.984375	3002.541718436405	46364.526093436405	120.37411188059647	2.0	19.926465388026116	3.24e+03
54900	43375.65625	2986.936803491786	46362.593053491786	119.74849933176935	2.0	19.926465388026116	3.24e+03
55000	43364.58984375	3027.5090850158595	46392.09892876586	121.37507202031578	2.0	19.926465388026116	3.24e+03
55100	43393.6875	3131.3725165817887	46525.06001658179	125.53903359155768	2.0	19.926465388026116	3.24e+03
55200	43361.54296875	3022.025289560668	46383.56825831067	121.1552226161925	2.0	19.926465388026116	3.24e+03
55300	43379.97265625	2964.5122963590547	46344.484952609055	118.84948430263987	2.0	19.926465388026116	3.24e+03
55400	43366.16796875	2895.6273963013664	46261.79536505137	116.08783785639298	2.0	19.926465388026116	3.24e+03
55500	43383.5859375	3061.9217916126363	46445.507729112636	122.75470280731172	2.0	19.926465388026116	3.24e+03
55600	43364.4921875	2952.18940448761	46316.68159198761	118.35545047932357	2.0	19.926465388026116	3.24e+03
55700	43347.3046875	3088.0976643556496	46435.40235185565	123.80411285040701	2.0	19.926465388026116	3.24e+03
55800	43369.8984375	2984.151622004807	46354.05005950481	119.63683935187207	2.0	19.926465388026116	3.24e+03
55900	43333.91796875	3032.4702194128186	46366.38818816282	121.57396755714956	2.0	19.926465388026116	3.24e+03
56000	43370.0703125	3063.184361211839	46433.25467371184	122.80532015369471	2.0	19.926465388026116	3.23e+03
56100	43374.25	3040.231259599328	46414.48125959933	121.88511338202996	2.0	19.926465388026116	3.23e+03
56200	43348.10546875	2956.0973562356085	46304.20282498561	118.51212314703342	2.0	19.926465388026116	3.23e+03
56300	43361.28515625	3049.1923668794334	46410.47752312943	122.24437078174768	2.0	19.926465388026116	3.23e+03
56400	43359.4140625	3051.762884954922	46411.17694745492	122.34742474716303	2.0	19.926465388026116	3.23e+03
56500	43384.53515625	3017.8268242955673	46402.36198054557	120.98690304732695	2.0	19.926465388026116	3.22e+03
56600	43384.03125	3018.913805499673	46402.94505549967	121.03048092545323	2.0	19.926465388026116	3.22e+03
56700	43355.2578125	2976.0257254149765	46331.28353791498	119.31106616469923	2.0	19.926465388026116	3.22e+03
56800	43353.7734375	2996.98110465426	46350.75454215426	120.15118277309175	2.0	19.926465388026116	3.22e+03
56900	43363.2578125	2887.8412706595846	46251.099083159585	115.77568633711007	2.0	19.926465388026116	3.22e+03
57000	43344.94921875	2975.892863164074	46320.842081914074	119.30573961907402	2.0	19.926465388026116	3.21e+03
57100	43351.61328125	2901.448254395742	46253.06153564574	116.32120035030643	2.0	19.926465388026116	3.21e+03
57200	43366.52734375	3060.8739800713956	46427.401323821396	122.71269526985749	2.0	19.926465388026116	3.21e+03
57300	43376.53125	2971.054348316975	46347.585598316975	119.11175999042662	2.0	19.926465388026116	3.2e+03
57400	43376.3984375	2949.6147439002525	46326.01318140025	118.25223043755226	2.0	19.926465388026116	3.2e+03
57500	43379.5390625	2975.83987431461	46355.37893681461	119.30361525701949	2.0	19.926465388026116	3.2e+03
57600	43363.8125	2998.0275896317326	46361.84008963173	120.19313712762617	2.0	19.926465388026116	3.19e+03
57700	43355.8515625	2950.9959478927776	46306.84751039278	118.30760392425695	2.0	19.926465388026116	3.19e+03
57800	43372.8828125	2996.8658058927394	46369.74861839274	120.14656036070903	2.0	19.926465388026116	3.19e+03
57900	43359.6015625	2962.6027288748883	46322.20429137489	118.77292833388472	2.0	19.926465388026116	3.19e+03
58000	43359.69921875	2977.1042676428333	46336.80348639283	119.35430571804392	2.0	19.926465388026116	3.19e+03
58100	43354.3984375	2986.1344078509137	46340.532845350914	119.71633069875627	2.0	19.926465388026116	3.18e+03
